Category,Subcategory,Part_Number,Value,Description
IC,74HC CMOS Logic,74HC390,,Dual 4-Bit Decade Counter
IC,74HC CMOS Logic,74HC393,,Dual 4-Bit Binary Counter
IC,74HC CMOS Logic,74HC423,,Dual Retriggerable Monostable
IC,74HC CMOS Logic,74HC564,,Octal D Flip-Flop (Inverting)
IC,74HC CMOS Logic,74HC573,,Octal Transparent Latch
IC,74HC CMOS Logic,74HC595,,8-Bit Shift Register
IC,74HC CMOS Logic,74HC670,,4x4 Register File
IC,74HC CMOS Logic,74HC688,,8-Bit Equality Comparator
IC,74HC CMOS Logic,74HC690,,4-Bit Decade Counter
IC,74HC CMOS Logic,74HC696,,4-Bit Decade Counter
IC,74HC CMOS Logic,74HC808,,Hex 2-Input AND
IC,74HC CMOS Logic,74HC4002,,Dual 4-Input NOR
IC,74HC CMOS Logic,74HC4017,,Decade Counter/Divider
IC,74HC CMOS Logic,74HC4024,,7-Stage Ripple Carry Binary Counter
IC,74HC CMOS Logic,74HC4040,,12-Stage Binary Ripple Counter
IC,74HC CMOS Logic,74HC4046,,Phase-Locked Loop and VCO
IC,74HC CMOS Logic,74HC4049,,Hex Inverting Buffer
IC,74HC CMOS Logic,74HC4059,,Programmable Divide-by-N Counter
IC,74HC CMOS Logic,74HC4060,,14-Stage Binary Ripple Counter
IC,74HC CMOS Logic,74HC4067,,16-Channel Analog Multiplexer
IC,74HC CMOS Logic,74HC4072,,Dual 4-Input OR
IC,74HC CMOS Logic,74HC4075,,Triple 3-Input OR
IC,74HC CMOS Logic,74HC4094,,8-Bit Shift Register/Latch
IC,74HC CMOS Logic,74HC4514,,4-to-16 Decoder
IC,74HC CMOS Logic,74HC4520,,Dual Binary Counter
IC,4000 CMOS Logic,4001,,Quad 2-Input NOR
IC,4000 CMOS Logic,4002,,Dual 4-Input NOR
IC,4000 CMOS Logic,4006,,18-Stage Shift Register
IC,4000 CMOS Logic,4007,,Dual Complementary Pair Plus Inverter
IC,4000 CMOS Logic,4011,,Buffered Quad 2-Input NAND
IC,4000 CMOS Logic,4012,,Dual 4-Input NAND
IC,4000 CMOS Logic,4013,,Dual D-Type Flip-Flop
IC,4000 CMOS Logic,4014,,8-Stage Shift Register
IC,4000 CMOS Logic,4015,,Dual 4-Stage Shift Register
IC,4000 CMOS Logic,4016,,Quad Bilateral Switch
IC,4000 CMOS Logic,4017,,Divide by 10 Counter
IC,4000 CMOS Logic,4018,,Presettable Divide by N Counter
IC,4000 CMOS Logic,4019,,Quad AND-OR Select Gate
IC,4000 CMOS Logic,4020,,14-Stage Binary Counter
IC,4000 CMOS Logic,4021,,8-Bit Static Shift Register
IC,4000 CMOS Logic,4022,,Divide by 8 Counter
IC,4000 CMOS Logic,4023,,Triple 3-Input NAND
IC,4000 CMOS Logic,4024,,7-Stage Binary Ripple Counter
IC,4000 CMOS Logic,4027,,Dual JK Flip-Flop
IC,4000 CMOS Logic,4028,,BCD-Decimal 1 of 10 Decoder
IC,4000 CMOS Logic,4029,,Presettable Up/Down Counter
IC,4000 CMOS Logic,4030,,Quad XOR Gate
IC,4000 CMOS Logic,4035,,4-Stage PIPO
IC,4000 CMOS Logic,4040,,12-Stage Binary Ripple Counter
IC,4000 CMOS Logic,4041,,Quad True/Complement Buffer
IC,4000 CMOS Logic,4042,,Quad Clocked D Latch
IC,4000 CMOS Logic,4043,,Quad NOR R/S Latch
IC,4000 CMOS Logic,4044,,Quad NAND R/S Latch
IC,4000 CMOS Logic,4045,,21-Stage Counter
IC,4000 CMOS Logic,4046,,Micropower PLL with VCO
IC,4000 CMOS Logic,4047,,Monostable/Astable Multivibrator
IC,4000 CMOS Logic,4048,,Expandable 8-Input Gate
IC,4000 CMOS Logic,4049,,Hex Inverting Buffer
IC,4000 CMOS Logic,4050,,Hex Non-Inverting Buffer
IC,4000 CMOS Logic,4051,,Analog 1 of 8 Switch
IC,4000 CMOS Logic,4052,,Differential 4-Channel Switch
IC,4000 CMOS Logic,4053,,Triple 2-Channel Analog Switch
IC,4000 CMOS Logic,4054,,7-Segment Decoder/LCD Driver
IC,4000 CMOS Logic,4055,,BCD to 7-Segment Decoder
IC,4000 CMOS Logic,4060,,14-Stage Ripple Counter with Osc
IC,4000 CMOS Logic,4063,,4-Bit Magnitude Comparator
IC,4000 CMOS Logic,4066,,Analog Switch
IC,4000 CMOS Logic,4068,,8-Input NAND Gate
IC,4000 CMOS Logic,4069,,Hex Inverter
IC,4000 CMOS Logic,4070,,Quad XOR Gate
IC,4000 CMOS Logic,4071,,Quad 2-Input OR Gate
IC,4000 CMOS Logic,4072,,Dual 4-Input OR Gate
IC,4000 CMOS Logic,4073,,Triple 3-Input AND Gate
IC,4000 CMOS Logic,4075,,Triple 3-Input OR Gate
IC,4000 CMOS Logic,4076,,Quad D Register
IC,4000 CMOS Logic,4077,,Quad 2-Input XNOR
IC,4000 CMOS Logic,4081,,Quad 2-Input AND Gate
IC,4000 CMOS Logic,4082,,Dual 4-Input AND
IC,4000 CMOS Logic,4093,,Quad 2-Input Schmitt Trigger NAND
IC,4000 CMOS Logic,4094,,8-Stage Shift Register
IC,4000 CMOS Logic,4097,,Dual 8-Channel Analog Mux
IC,4000 CMOS Logic,4098,,Dual Monostable Multivibrator
IC,4000 CMOS Logic,4099,,8-Bit Addressable Latch
IC,4000 CMOS Logic,4174,,Hex D Flip-Flop
IC,4000 CMOS Logic,4412,,DTMF Receiver
IC,4000 CMOS Logic,4430,,Hex Digital Buffer/Converter
IC,4000 CMOS Logic,4502,,Inverter/Buffer Strobed
IC,4000 CMOS Logic,4503,,Buffer Hex/Tristate
IC,4000 CMOS Logic,4504,,Level Shifter TTL-CMOS
IC,4000 CMOS Logic,4508,,Latch Dual 4-Bit Tristate
IC,4000 CMOS Logic,4510,,BCD Counter Presettable Up/Down
IC,4000 CMOS Logic,4511,,BCD to 7-Segment Latch/Decoder/Driver
IC,4000 CMOS Logic,4512,,Multiplexer 8-Input Tristate
IC,4000 CMOS Logic,4514,,Decoder/Demultiplexer 1 of 16 High
IC,4000 CMOS Logic,4515,,Decoder/Demultiplexer 1 of 16 Low
IC,4000 CMOS Logic,4516,,4-Bit Presettable Counter
IC,4000 CMOS Logic,4518,,Dual Upcounter
IC,4000 CMOS Logic,4520,,Binary Upcounter Dual 4-Bit
IC,4000 CMOS Logic,4526,,4-Bit Programmable Counter
IC,4000 CMOS Logic,4527,,Rate Multiplier BCD
IC,4000 CMOS Logic,4528,,Dual with Reset Monostable
IC,4000 CMOS Logic,4531,,12-Bit Priority Encoder
IC,4000 CMOS Logic,4532,,8-Bit Priority Encoder
IC,4000 CMOS Logic,4536,,Programmable Timer
IC,4000 CMOS Logic,4538,,Dual Retriggerable Precision
IC,4000 CMOS Logic,4541,,Programmable Timer
IC,4000 CMOS Logic,4543,,Latch/Decoder/Driver
IC,4000 CMOS Logic,4553,,3-Digit BCD Counter
IC,4000 CMOS Logic,4555,,Decoder/Demultiplexer Dual 1 of 4 High
IC,4000 CMOS Logic,4556,,Decoder/Demultiplexer Dual 1 of 4 Low
IC,4000 CMOS Logic,4557,,1-64 Bit Variable Length
IC,4000 CMOS Logic,4584,,Schmitt Trigger Hex
IC,4000 CMOS Logic,4585,,Comparator 4-Bit Magnitude
IC,4000 CMOS Logic,4724,,8-Bit Addressable Latch
IC,4000 CMOS Logic,40097,,Hex Buffer
IC,4000 CMOS Logic,40101,,Parity Generator/Checker
IC,4000 CMOS Logic,40106,,Hex Schmitt Trigger Inverter
IC,4000 CMOS Logic,40107,,Dual 2-Input NAND Driver
IC,4000 CMOS Logic,40109,,Low to High Voltage Level Shifter
IC,4000 CMOS Logic,40110,,BCD Up/Down Counter
IC,4000 CMOS Logic,40160,,Decade Counter Synchronous
IC,4000 CMOS Logic,40161,,Binary Counter
IC,4000 CMOS Logic,40163,,Binary Counter
IC,4000 CMOS Logic,40192,,BCD Up/Down Counter
IC,4000 CMOS Logic,40193,,Binary Up/Down Counter
IC,Linear,CGS74CT2524,,1-4 Minimum Skew Clock Driver
IC,Linear,DAC0808,,8-Bit D/A Converter
IC,Linear,ADC0804,,8-Bit A/D Converter
IC,Linear,DS1307,,8 Pin PDIP Real Time Clock
IC,Linear,DS26C31,,Quad Tri-State Line Driver
IC,Linear,HIP4082IPZ,,Full Bridge N-Channel FET Driver
IC,Linear,L298,,Dual Full-Bridge Driver
IC,Linear,L293D,,Push-Pull Four Channel Driver with Diodes
IC,Linear,LF356,,Wide Bandwidth Operational Amplifier
IC,Linear,LH0042,,FET Op Amp
IC,Linear,LM741,,Single 44V 1MHz Operational Amplifier
IC,Linear,LM301,,Quad General-Purpose Operational Amplifier
IC,Linear,LM311,,Differential Comparator with Strobes
IC,Linear,LM324,,Quadruple Operational Amplifier
IC,Linear,LM339,,Quad Differential Comparator
IC,Linear,LM358,,Dual Standard Operational Amplifier
IC,Linear,LM386,,Wide Input Voltage Low Power Audio Amplifier
IC,Linear,LM35,,Precision Centigrade Temperature Sensor
IC,Linear,LM2575,,Step-Down Adjustable Voltage Switching Regulator
IC,Linear,LM2676,,Low Component Count Step-Down Regulator
IC,Linear,LS7082,,Quadrature Clock Converter
IC,Linear,TEA3718,,Stepper Motor Driver
IC,Linear,MAX232,,Dual EIA-232 Driver and Receiver
IC,Linear,MAX236,,Multichannel RS-232 Drivers/Receivers
IC,Linear,MCP3208,,12-Bit A/D Converters with SPI Interface
IC,Linear,MCP6002,,1 MHz Rail-to-Rail Low Power Op Amp
IC,Linear,NE555,,Single Precision Timer
IC,Linear,NE556,,Dual Precision Timer
IC,Linear,OP07,,Precision Operational Amplifier
IC,Linear,SG3524,,Regulating Pulse-Width Modulator
IC,Linear,SMP11,,Low Droop Rate/Accurate Sample Hold
IC,Linear,SNJ55138,,Quadruple Bus Transceiver
IC,Linear,IR4428STR,,Dual Low Side Driver
IC,Linear,TL071,,Low-Noise JFET-Input General Purpose Op Amp
IC,Linear,TL072,,Dual Low-Noise JFET-Input Op Amp
IC,Linear,TL074,,Quad Low-Noise JFET-Input Op Amp
IC,Linear,TL081,,High Slew Rate JFET-Input Op Amp
IC,Linear,TL082,,Dual High Slew Rate JFET-Input Op Amp
IC,Linear,TL084,,Quad High Slew Rate JFET-Input Op Amp
IC,Linear,ULN2001,,High-Voltage High-Current Darlington Array
IC,Linear,ULN2003,,High-Voltage High-Current Darlington Transistor Array
IC,Linear,ULN2801,,Eight Darlington Transistor Array
IC,Voltage Regulator,LM2930,5V 150mA,LDO Regulator
IC,Voltage Regulator,LM317T,1.2-37V 1.5A,Adjustable Positive Regulator
IC,Voltage Regulator,LM337T,-1.2 to -37V 1.5A,Adjustable Negative Regulator
IC,Voltage Regulator,LM7805,5V 1.5A,Positive Fixed Regulator
IC,Voltage Regulator,LM7808,8V 1.5A,Positive Fixed Regulator
IC,Voltage Regulator,LM7810,10V 1.5A,Positive Fixed Regulator
IC,Voltage Regulator,LM7812,12V 1.5A,Positive Fixed Regulator
IC,Voltage Regulator,LM7815,15V 1.5A,Positive Fixed Regulator
IC,Voltage Regulator,LM7820,20V 1.5A,Positive Fixed Regulator
IC,Voltage Regulator,LM78M24,24V 0.5A,Positive Fixed Regulator
IC,Voltage Regulator,LM7905,-5V 1.5A,Negative Fixed Regulator
IC,Voltage Regulator,LM7912,-12V 1.5A,Negative Fixed Regulator
IC,Voltage Regulator,LM7915,-15V 1.5A,Negative Fixed Regulator
IC,Voltage Regulator,LM7918,-18V 1.5A,Negative Fixed Regulator
IC,Voltage Regulator,LM7924,-24V 1.5A,Negative Fixed Regulator
IC,Voltage Regulator,RB040,,Reverse Voltage/Overvoltage Protection
IC,Voltage Regulator,TL7709,,Supply Voltage Detector
Connector,IC Socket,DIP6 Socket,6-pin,DIP IC Socket
Connector,IC Socket,DIP8 Socket,8-pin,DIP IC Socket
Connector,IC Socket,DIP14 Socket,14-pin,DIP IC Socket
Connector,IC Socket,DIP16 Socket,16-pin,DIP IC Socket
Connector,IC Socket,DIP18 Socket,18-pin,DIP IC Socket
Connector,IC Socket,DIP20 Socket,20-pin,DIP IC Socket
Connector,IC Socket,DIP22 Socket,22-pin,DIP IC Socket
Connector,IC Socket,DIP24 Socket,24-pin,DIP IC Socket
Connector,IC Socket,DIP28 Socket,28-pin,DIP IC Socket
Connector,IC Socket,DIP40 Socket,40-pin,DIP IC Socket
Connector,Switch,DIP-Switch,,DIP Switch
Connector,Molex,2-Pin Male,,Molex Header Male
Connector,Molex,2-Pin Female,,Molex Header Female
Connector,Molex,3-Pin Male,,Molex Header Male
Connector,Molex,3-Pin Female,,Molex Header Female
Connector,Molex,4-Pin Male,,Molex Header Male
Connector,Molex,4-Pin Female,,Molex Header Female
Connector,Molex,5-Pin Male,,Molex Header Male
Connector,Molex,5-Pin Female,,Molex Header Female
Connector,Molex,6-Pin Male,,Molex Header Male
Connector,Molex,6-Pin Female,,Molex Header Female
Connector,Molex,7-Pin Male,,Molex Header Male
Connector,Molex,7-Pin Female,,Molex Header Female
Connector,Molex,8-Pin Male,,Molex Header Male
Connector,Molex,8-Pin Female,,Molex Header Female
Connector,Header,Contact Female,,Contact Female
Connector,Header,Female Header,,Female Pin Header
Connector,Header,Angled Male,,Angled Male Pin Header
Connector,Header,Header Male,,Straight Male Pin Header
Connector,Header,Double Male,,Double Male Pin Header
Connector,Header,Jumper,,Jumper Shunt
Connector,Terminal,2 pol skrueterminal,2-pole,Screw Terminal Block
Connector,Terminal,3 pol skrueterminal,3-pole,Screw Terminal Block
Hardware,Switch,Pushbutton,,Momentary Pushbutton
Hardware,Switch,2-pol omskifter,,2-Pole Switch
Hardware,Switch,Tryk knap til bredbord,,Pushbutton for Breadboard
Hardware,Mounting,Loddeflig 3MM,,3mm Solder Lug
Hardware,Mounting,Loddeflig 10MM,,10mm Solder Lug
Hardware,Mounting,TO-220 Isobøsning,,TO-220 Isolation Bushing
Hardware,Mounting,TO-3 Isobøsning,,TO-3 Isolation Bushing
Hardware,Heatsink,TO-18 Heatsink,,TO-18 Package Heatsink
Hardware,Heatsink,TO-220 Heatsink,,TO-220 Package Heatsink
Hardware,Thermal Pad,TO-220 Silicon,,TO-220 Silicon Thermal Pad
Hardware,Thermal Pad,TO-220 Mica,,TO-220 Mica Thermal Pad
Hardware,Thermal Pad,TO-3 Mica,,TO-3 Mica Thermal Pad
Hardware,Thermal Pad,TO-3 Silicon,,TO-3 Silicon Thermal Pad
Hardware,Mounting,Mounting Hardware,,Potentiometer Mounting Hardware
Hardware,Relay,Relæ 5V 2 skifte,5V,DPDT Relay
Encoder,Rotary,Rotary 1x12 EYE,1x12,Rotary Encoder
Encoder,Rotary,Rotary 2x12 EYE,2x12,Rotary Encoder
Encoder,Rotary,Rotary 3x12 EYE,3x12,Rotary Encoder
Encoder,Rotary,Misc Rotary EYE,,Miscellaneous Rotary Encoder
